0,1,2,3,4,5,6,7,8
11,miRNA_primary_transcript,65129916,65129978,-,MI0022596,MI0022596,Name=hsa-mir-6751,
11,miRNA_primary_transcript,65444458,65444557,+,MI0003625,MI0003625,Name=hsa-mir-612,
11,miRNA_primary_transcript,65636310,65636369,+,MI0017323,MI0017323,Name=hsa-mir-4690,
11,miRNA_primary_transcript,65649192,65649253,+,MI0016850,MI0016850,Name=hsa-mir-4489,
11,miRNA_primary_transcript,66934434,66934506,-,MI0014193,MI0014193,Name=hsa-mir-3163,
11,miRNA_primary_transcript,67045643,67045708,+,MI0022707,MI0022707,Name=hsa-mir-6860,
11,miRNA_primary_transcript,67490245,67490315,+,MI0022597,MI0022597,Name=hsa-mir-6752,
11,miRNA_primary_transcript,68032864,68032922,+,MI0022964,MI0022964,Name=hsa-mir-7113,
11,miRNA_primary_transcript,68033897,68033981,+,MI0017324,MI0017324,Name=hsa-mir-4691,
11,miRNA_primary_transcript,68044794,68044957,+,MI0022598,MI0022598,Name=hsa-mir-6753,
11,miRNA_primary_transcript,69083176,69083258,+,MI0014194,MI0014194,Name=hsa-mir-3164,
11,miRNA_primary_transcript,70283955,70284070,+,MI0006354,MI0006354,Name=hsa-mir-548k,
11,miRNA_primary_transcript,70872270,70872368,-,MI0016065,MI0016065,Name=hsa-mir-3664,
11,miRNA_primary_transcript,71473503,71473568,+,MI0022599,MI0022599,Name=hsa-mir-6754,
11,miRNA_primary_transcript,72072228,72072302,-,MI0014195,MI0014195,Name=hsa-mir-3165,
11,miRNA_primary_transcript,72615063,72615130,-,MI0000261,MI0000261,Name=hsa-mir-139,
11,miRNA_primary_transcript,72783530,72783592,+,MI0017325,MI0017325,Name=hsa-mir-4692,
11,miRNA_primary_transcript,74399237,74399333,+,MI0016851,MI0016851,Name=hsa-mir-548al,
11,miRNA_primary_transcript,74720268,74720337,-,MI0017329,MI0017329,Name=hsa-mir-4696,
11,miRNA_primary_transcript,75335092,75335186,-,MI0000808,MI0000808,Name=hsa-mir-326,
11,miRNA_primary_transcript,79402022,79402109,-,MI0005543,MI0005543,Name=hsa-mir-708,
11,miRNA_primary_transcript,79422169,79422226,-,MI0019133,MI0019133,Name=hsa-mir-5579,
11,miRNA_primary_transcript,81890741,81890836,-,MI0015831,MI0015831,Name=hsa-mir-4300,
11,miRNA_primary_transcript,86278333,86278398,+,MI0022600,MI0022600,Name=hsa-mir-6755,
11,miRNA_primary_transcript,88176502,88176593,+,MI0014196,MI0014196,Name=hsa-mir-3166,
11,miRNA_primary_transcript,90555774,90555857,-,MI0016852,MI0016852,Name=hsa-mir-4490,
11,miRNA_primary_transcript,90869121,90869202,-,MI0006396,MI0006396,Name=hsa-mir-1261,
11,miRNA_primary_transcript,93733674,93733764,-,MI0006371,MI0006371,Name=hsa-mir-1304,
11,miRNA_primary_transcript,94466495,94466580,-,MI0006361,MI0006361,Name=hsa-mir-548l,
11,miRNA_primary_transcript,96341438,96341526,+,MI0014197,MI0014197,Name=hsa-mir-1260b,
11,miRNA_primary_transcript,101519820,101519905,-,MI0016427,MI0016427,Name=hsa-mir-3920,
11,miRNA_primary_transcript,103849906,103849980,+,MI0017326,MI0017326,Name=hsa-mir-4693,
11,miRNA_primary_transcript,111347757,111347824,+,MI0016853,MI0016853,Name=hsa-mir-4491,
11,miRNA_primary_transcript,111512938,111513021,+,MI0000742,MI0000742,Name=hsa-mir-34b,
11,miRNA_primary_transcript,111513439,111513515,+,MI0000743,MI0000743,Name=hsa-mir-34c,
11,miRNA_primary_transcript,113450023,113450088,-,MI0015828,MI0015828,Name=hsa-mir-4301,
11,miRNA_primary_transcript,118644000,118644079,+,MI0022550,MI0022550,Name=hsa-mir-6716,
11,miRNA_primary_transcript,118910708,118910787,+,MI0016854,MI0016854,Name=hsa-mir-4492,
11,miRNA_primary_transcript,119312950,119313012,-,MI0022601,MI0022601,Name=hsa-mir-6756,
11,miRNA_primary_transcript,122099757,122099844,-,MI0000446,MI0000446,Name=hsa-mir-125b-1,
11,miRNA_primary_transcript,122146522,122146593,-,MI0000061,MI0000061,Name=hsa-let-7a-2,
11,miRNA_primary_transcript,122152103,122152156,-,MI0033673,MI0033673,Name=hsa-mir-10526,
11,miRNA_primary_transcript,122152229,122152308,-,MI0000102,MI0000102,Name=hsa-mir-100,
11,miRNA_primary_transcript,123381440,123381512,-,MI0016855,MI0016855,Name=hsa-mir-4493,
11,miRNA_primary_transcript,126988458,126988542,-,MI0014198,MI0014198,Name=hsa-mir-3167,
11,miRNA_primary_transcript,128522390,128522449,+,MI0020367,MI0020367,Name=hsa-mir-6090,
11,miRNA_primary_transcript,130666735,130666803,+,MI0025888,MI0025888,Name=hsa-mir-8052,
11,miRNA_primary_transcript,133898504,133898581,-,MI0017330,MI0017330,Name=hsa-mir-4697,
12,miRNA_primary_transcript,1660315,1660380,-,MI0016049,MI0016049,Name=hsa-mir-3649,
12,miRNA_primary_transcript,6963699,6963766,+,MI0000650,MI0000650,Name=hsa-mir-200c,
12,miRNA_primary_transcript,6964097,6964191,+,MI0000457,MI0000457,Name=hsa-mir-141,
12,miRNA_primary_transcript,9239467,9239551,-,MI0015975,MI0015975,Name=hsa-mir-1244-3,
12,miRNA_primary_transcript,12111952,12112036,+,MI0031511,MI0031511,Name=hsa-mir-1244-4,
12,miRNA_primary_transcript,12764649,12764743,+,MI0003626,MI0003626,Name=hsa-mir-613,
12,miRNA_primary_transcript,12915829,12915918,+,MI0003627,MI0003627,Name=hsa-mir-614,
12,miRNA_primary_transcript,17673299,17673394,+,MI0016992,MI0016992,Name=hsa-mir-3974,
12,miRNA_primary_transcript,24212421,24212495,+,MI0005712,MI0005712,Name=hsa-mir-920,
12,miRNA_primary_transcript,25874020,25874079,-,MI0015833,MI0015833,Name=hsa-mir-4302,
12,miRNA_primary_transcript,42323700,42323859,-,MI0025521,MI0025521,Name=hsa-mir-7851,
12,miRNA_primary_transcript,47187812,47187891,+,MI0017331,MI0017331,Name=hsa-mir-4698,
12,miRNA_primary_transcript,47364186,47364269,-,MI0016856,MI0016856,Name=hsa-mir-4494,
12,miRNA_primary_transcript,48132797,48132867,+,MI0022217,MI0022217,Name=hsa-mir-6505,
12,miRNA_primary_transcript,48654444,48654530,-,MI0006353,MI0006353,Name=hsa-mir-1291,
12,miRNA_primary_transcript,48771975,48772037,-,MI0017334,MI0017334,Name=hsa-mir-4701,
12,miRNA_primary_transcript,50234142,50234212,-,MI0006355,MI0006355,Name=hsa-mir-1293,
12,miRNA_primary_transcript,52898889,52898984,-,MI0031826,MI0031826,Name=hsa-mir-9898,
12,miRNA_primary_transcript,53056944,53057012,+,MI0022602,MI0022602,Name=hsa-mir-6757,
12,miRNA_primary_transcript,53991738,53991847,+,MI0000279,MI0000279,Name=hsa-mir-196a-2,
12,miRNA_primary_transcript,54033950,54034045,+,MI0003628,MI0003628,Name=hsa-mir-615,
12,miRNA_primary_transcript,54231397,54231476,-,MI0017335,MI0017335,Name=hsa-mir-3198-2,
12,miRNA_primary_transcript,54337216,54337314,+,MI0000811,MI0000811,Name=hsa-mir-148b,
12,miRNA_primary_transcript,57194504,57194576,+,MI0006318,MI0006318,Name=hsa-mir-1228,
12,miRNA_primary_transcript,57512688,57512750,+,MI0022603,MI0022603,Name=hsa-mir-6758,
12,miRNA_primary_transcript,57519163,57519259,-,MI0003629,MI0003629,Name=hsa-mir-616,
12,miRNA_primary_transcript,57748618,57748682,-,MI0022604,MI0022604,Name=hsa-mir-6759,
12,miRNA_primary_transcript,57824609,57824692,-,MI0000750,MI0000750,Name=hsa-mir-26a-2,
12,miRNA_primary_transcript,62260359,62260454,+,MI0021259,MI0021259,Name=hsa-mir-6125,
12,miRNA_primary_transcript,62603686,62603769,+,MI0000434,MI0000434,Name=hsa-let-7i,
12,miRNA_primary_transcript,63823663,63823727,+,MI0033674,MI0033674,Name=hsa-mir-10527,
12,miRNA_primary_transcript,64622509,64622605,+,MI0003630,MI0003630,Name=hsa-mir-548c,
12,miRNA_primary_transcript,64622509,64622605,-,MI0016688,MI0016688,Name=hsa-mir-548z,
12,miRNA_primary_transcript,66023620,66023726,-,MI0020351,MI0020351,Name=hsa-mir-6074,
12,miRNA_primary_transcript,66251082,66251157,+,MI0022214,MI0022214,Name=hsa-mir-6502,
12,miRNA_primary_transcript,69273157,69273218,-,MI0006426,MI0006426,Name=hsa-mir-1279,
12,miRNA_primary_transcript,69584722,69584823,-,MI0016417,MI0016417,Name=hsa-mir-3913-1,
12,miRNA_primary_transcript,69584723,69584822,+,MI0016418,MI0016418,Name=hsa-mir-3913-2,
12,miRNA_primary_transcript,79419257,79419321,+,MI0006434,MI0006434,Name=hsa-mir-1252,
12,miRNA_primary_transcript,80832533,80832629,-,MI0003631,MI0003631,Name=hsa-mir-617,
12,miRNA_primary_transcript,80935736,80935833,-,MI0003632,MI0003632,Name=hsa-mir-618,
12,miRNA_primary_transcript,81158388,81158461,+,MI0017332,MI0017332,Name=hsa-mir-4699,
12,miRNA_primary_transcript,86745068,86745149,-,MI0039499,MI0039499,Name=hsa-mir-3059,
12,miRNA_primary_transcript,94561789,94561859,+,MI0019307,MI0019307,Name=hsa-mir-5700,
12,miRNA_primary_transcript,94571231,94571352,-,MI0025514,MI0025514,Name=hsa-mir-7844,
12,miRNA_primary_transcript,94834398,94834513,+,MI0003131,MI0003131,Name=hsa-mir-492,
12,miRNA_primary_transcript,95308420,95308513,+,MI0000812,MI0000812,Name=hsa-mir-331,
12,miRNA_primary_transcript,95309923,95309984,+,MI0016086,MI0016086,Name=hsa-mir-3685,
12,miRNA_primary_transcript,97491909,97491978,+,MI0006386,MI0006386,Name=hsa-mir-1251,
12,miRNA_primary_transcript,97563812,97563911,+,MI0000453,MI0000453,Name=hsa-mir-135a-2,
12,miRNA_primary_transcript,97939056,97939121,-,MI0016857,MI0016857,Name=hsa-mir-4495,
12,miRNA_primary_transcript,97995383,97995448,-,MI0015834,MI0015834,Name=hsa-mir-4303,
12,miRNA_primary_transcript,100189884,100189949,+,MI0008195,MI0008195,Name=hsa-mir-1827,
12,miRNA_primary_transcript,103930425,103930555,+,MI0016052,MI0016052,Name=hsa-mir-3652,
12,miRNA_primary_transcript,104591633,104591716,+,MI0016429,MI0016429,Name=hsa-mir-3922,
12,miRNA_primary_transcript,108635810,108635870,+,MI0016858,MI0016858,Name=hsa-mir-4496,
12,miRNA_primary_transcript,108836908,108837006,-,MI0003633,MI0003633,Name=hsa-mir-619,
12,miRNA_primary_transcript,109833348,109833436,+,MI0016859,MI0016859,Name=hsa-mir-4497,
12,miRNA_primary_transcript,111304142,111304209,+,MI0022605,MI0022605,Name=hsa-mir-6760,
12,miRNA_primary_transcript,111799834,111799905,+,MI0022606,MI0022606,Name=hsa-mir-6761,
12,miRNA_primary_transcript,112037599,112037715,-,MI0016057,MI0016057,Name=hsa-mir-3657,
12,miRNA_primary_transcript,112163258,112163321,-,MI0022708,MI0022708,Name=hsa-mir-6861,
12,miRNA_primary_transcript,112695034,112695176,-,MI0006362,MI0006362,Name=hsa-mir-1302-1,
12,miRNA_primary_transcript,113159113,113159177,-,MI0022957,MI0022957,Name=hsa-mir-7106,
12,miRNA_primary_transcript,113291523,113291608,+,MI0022607,MI0022607,Name=hsa-mir-6762,
12,miRNA_primary_transcript,116148560,116148654,-,MI0003634,MI0003634,Name=hsa-mir-620,
12,miRNA_primary_transcript,116428252,116428318,-,MI0016824,MI0016824,Name=hsa-mir-4472-2,
12,miRNA_primary_transcript,119713634,119713724,-,MI0006271,MI0006271,Name=hsa-mir-1178,
12,miRNA_primary_transcript,120155434,120155499,-,MI0016860,MI0016860,Name=hsa-mir-4498,
12,miRNA_primary_transcript,120723193,120723266,+,MI0017333,MI0017333,Name=hsa-mir-4700,
12,miRNA_primary_transcript,121444273,121444352,-,MI0022958,MI0022958,Name=hsa-mir-7107,
12,miRNA_primary_transcript,122695907,122695999,-,MI0031830,MI0031830,Name=hsa-mir-9902-1,
12,miRNA_primary_transcript,122709332,122709424,-,MI0041071,MI0041071,Name=hsa-mir-9902-2,
12,miRNA_primary_transcript,123010667,123010728,-,MI0015832,MI0015832,Name=hsa-mir-4304,
12,miRNA_primary_transcript,123364764,123364843,-,MI0025908,MI0025908,Name=hsa-mir-8072,
12,miRNA_primary_transcript,123536409,123536534,+,MI0016412,MI0016412,Name=hsa-mir-3908,
12,miRNA_primary_transcript,124337181,124337242,-,MI0022727,MI0022727,Name=hsa-mir-6880,
12,miRNA_primary_transcript,124915547,124915659,+,MI0018167,MI0018167,Name=hsa-mir-5188,
12,miRNA_primary_transcript,128294092,128294178,+,MI0016002,MI0016002,Name=hsa-mir-3612,
12,miRNA_primary_transcript,132581997,132582061,+,MI0022608,MI0022608,Name=hsa-mir-6763,
13,miRNA_primary_transcript,20433778,20433846,-,MI0016862,MI0016862,Name=hsa-mir-4499,
13,miRNA_primary_transcript,24162416,24162504,+,MI0011282,MI0011282,Name=hsa-mir-2276,
13,miRNA_primary_transcript,39664034,39664135,-,MI0015835,MI0015835,Name=hsa-mir-4305,
13,miRNA_primary_transcript,40727816,40727887,-,MI0008190,MI0008190,Name=hsa-mir-320d-1,
13,miRNA_primary_transcript,40810766,40810861,+,MI0003635,MI0003635,Name=hsa-mir-621,
13,miRNA_primary_transcript,41101019,41101100,-,MI0014199,MI0014199,Name=hsa-mir-3168,
13,miRNA_primary_transcript,41568286,41568395,-,MI0017873,MI0017873,Name=hsa-mir-5006,
13,miRNA_primary_transcript,44196129,44196200,-,MI0025915,MI0025915,Name=hsa-mir-8079,
13,miRNA_primary_transcript,49996415,49996501,-,MI0016003,MI0016003,Name=hsa-mir-3613,
13,miRNA_primary_transcript,50048973,50049061,-,MI0000070,MI0000070,Name=hsa-mir-16-1,
13,miRNA_primary_transcript,50049119,50049201,-,MI0000069,MI0000069,Name=hsa-mir-15a,
13,miRNA_primary_transcript,51348567,51348639,-,MI0019300,MI0019300,Name=hsa-mir-5693,
13,miRNA_primary_transcript,51552589,51552667,+,MI0017336,MI0017336,Name=hsa-mir-4703,
13,miRNA_primary_transcript,52810050,52810140,+,MI0004065,MI0004065,Name=hsa-mir-759,
13,miRNA_primary_transcript,54311972,54312048,-,MI0006358,MI0006358,Name=hsa-mir-1297,
13,miRNA_primary_transcript,55174454,55174548,+,MI0017874,MI0017874,Name=hsa-mir-5007,
13,miRNA_primary_transcript,61199798,61199880,-,MI0014200,MI0014200,Name=hsa-mir-3169,
13,miRNA_primary_transcript,65966330,65966429,-,MI0016833,MI0016833,Name=hsa-mir-548x-2,
13,miRNA_primary_transcript,66218250,66218324,+,MI0017337,MI0017337,Name=hsa-mir-4704,
13,miRNA_primary_transcript,77698012,77698116,-,MI0016066,MI0016066,Name=hsa-mir-3665,
13,miRNA_primary_transcript,87618665,87618740,-,MI0016863,MI0016863,Name=hsa-mir-4500,
13,miRNA_primary_transcript,90231182,90231277,+,MI0003636,MI0003636,Name=hsa-mir-622,
13,miRNA_primary_transcript,91350605,91350688,+,MI0000071,MI0000071,Name=hsa-mir-17,
13,miRNA_primary_transcript,91350751,91350821,+,MI0000072,MI0000072,Name=hsa-mir-18a,
13,miRNA_primary_transcript,91350891,91350972,+,MI0000073,MI0000073,Name=hsa-mir-19a,
13,miRNA_primary_transcript,91351065,91351135,+,MI0000076,MI0000076,Name=hsa-mir-20a,
13,miRNA_primary_transcript,91351192,91351278,+,MI0000074,MI0000074,Name=hsa-mir-19b-1,
13,miRNA_primary_transcript,91351314,91351391,+,MI0000093,MI0000093,Name=hsa-mir-92a-1,
13,miRNA_primary_transcript,92490163,92490220,+,MI0019132,MI0019132,Name=hsa-mir-548as,
13,miRNA_primary_transcript,96427229,96427292,+,MI0016864,MI0016864,Name=hsa-mir-4501,
13,miRNA_primary_transcript,98208524,98208600,+,MI0014201,MI0014201,Name=hsa-mir-3170,
13,miRNA_primary_transcript,99356131,99356228,+,MI0003637,MI0003637,Name=hsa-mir-623,
13,miRNA_primary_transcript,99643059,99643149,+,MI0015836,MI0015836,Name=hsa-mir-4306,
13,miRNA_primary_transcript,101967642,101967746,-,MI0012062,MI0012062,Name=hsa-mir-2681,
13,miRNA_primary_transcript,102045934,102046004,-,MI0017338,MI0017338,Name=hsa-mir-4705,
13,miRNA_primary_transcript,107531171,107531248,-,MI0006404,MI0006404,Name=hsa-mir-1267,
13,miRNA_primary_transcript,110340958,110341029,+,MI0025909,MI0025909,Name=hsa-mir-8073,
13,miRNA_primary_transcript,113262920,113262999,+,MI0025911,MI0025911,Name=hsa-mir-8075,
13,miRNA_primary_transcript,114244505,114244561,+,MI0019131,MI0019131,Name=hsa-mir-548ar,
13,miRNA_primary_transcript,114273828,114273908,+,MI0016865,MI0016865,Name=hsa-mir-4502,
14,miRNA_primary_transcript,21023314,21023386,-,MI0022551,MI0022551,Name=hsa-mir-6717,
14,miRNA_primary_transcript,22956950,22957029,-,MI0017340,MI0017340,Name=hsa-mir-4707,
14,miRNA_primary_transcript,23388596,23388666,-,MI0000251,MI0000251,Name=hsa-mir-208a,
14,miRNA_primary_transcript,23417987,23418063,-,MI0005570,MI0005570,Name=hsa-mir-208b,
14,miRNA_primary_transcript,24143489,24143565,-,MI0025239,MI0025239,Name=hsa-mir-7703,
14,miRNA_primary_transcript,26908642,26908725,+,MI0015838,MI0015838,Name=hsa-mir-4307,
14,miRNA_primary_transcript,27633205,27633278,-,MI0014202,MI0014202,Name=hsa-mir-3171,
14,miRNA_primary_transcript,31014646,31014742,-,MI0003638,MI0003638,Name=hsa-mir-624,
14,miRNA_primary_transcript,36952309,36952391,-,MI0016866,MI0016866,Name=hsa-mir-4503,
14,miRNA_primary_transcript,47760995,47761104,-,MI0016595,MI0016595,Name=hsa-mir-548y,
14,miRNA_primary_transcript,49966399,49966511,+,MI0020353,MI0020353,Name=hsa-mir-6076,
14,miRNA_primary_transcript,50299855,50299946,-,MI0016867,MI0016867,Name=hsa-mir-4504,
14,miRNA_primary_transcript,53948427,53948484,-,MI0019135,MI0019135,Name=hsa-mir-5580,
14,miRNA_primary_transcript,54878113,54878193,-,MI0015839,MI0015839,Name=hsa-mir-4308,
14,miRNA_primary_transcript,59646962,59647020,-,MI0019143,MI0019143,Name=hsa-mir-5586,
14,miRNA_primary_transcript,60648648,60648711,+,MI0030983,MI0030983,Name=hsa-mir-9718,
14,miRNA_primary_transcript,64095024,64095125,-,MI0006411,MI0006411,Name=hsa-mir-548h-1,
14,miRNA_primary_transcript,64785626,64785686,-,MI0025525,MI0025525,Name=hsa-mir-7855,
14,miRNA_primary_transcript,65044688,65044769,+,MI0017339,MI0017339,Name=hsa-mir-4706,
14,miRNA_primary_transcript,65335117,65335183,-,MI0017341,MI0017341,Name=hsa-mir-4708,
14,miRNA_primary_transcript,65471102,65471186,+,MI0003639,MI0003639,Name=hsa-mir-625,
14,miRNA_primary_transcript,67441855,67441930,-,MI0019301,MI0019301,Name=hsa-mir-5694,
14,miRNA_primary_transcript,72516820,72516898,+,MI0025510,MI0025510,Name=hsa-mir-7843,
14,miRNA_primary_transcript,73758747,73758819,+,MI0016868,MI0016868,Name=hsa-mir-4505,
14,miRNA_primary_transcript,74480133,74480204,-,MI0017342,MI0017342,Name=hsa-mir-4709,
14,miRNA_primary_transcript,77266218,77266290,+,MI0006394,MI0006394,Name=hsa-mir-1260a,
14,miRNA_primary_transcript,93948226,93948302,-,MI0016869,MI0016869,Name=hsa-mir-4506,
14,miRNA_primary_transcript,95137919,95137986,-,MI0014204,MI0014204,Name=hsa-mir-3173,
14,miRNA_primary_transcript,100109419,100109514,-,MI0003772,MI0003772,Name=hsa-mir-151b,
14,miRNA_primary_transcript,100109655,100109753,+,MI0000805,MI0000805,Name=hsa-mir-342,
14,miRNA_primary_transcript,100277357,100277417,+,MI0022609,MI0022609,Name=hsa-mir-6764,
14,miRNA_primary_transcript,100307859,100307956,+,MI0000825,MI0000825,Name=hsa-mir-345,
14,miRNA_primary_transcript,100814491,100814574,+,MI0016870,MI0016870,Name=hsa-mir-2392,
14,miRNA_primary_transcript,100852390,100852487,+,MI0005118,MI0005118,Name=hsa-mir-770,
14,miRNA_primary_transcript,100869060,100869148,+,MI0003132,MI0003132,Name=hsa-mir-493,
14,miRNA_primary_transcript,100874493,100874585,+,MI0000806,MI0000806,Name=hsa-mir-337,
14,miRNA_primary_transcript,100875033,100875104,+,MI0005563,MI0005563,Name=hsa-mir-665,
14,miRNA_primary_transcript,100881007,100881120,+,MI0001721,MI0001721,Name=hsa-mir-431,
14,miRNA_primary_transcript,100881886,100881978,+,MI0001723,MI0001723,Name=hsa-mir-433,
14,miRNA_primary_transcript,100882979,100883075,+,MI0000472,MI0000472,Name=hsa-mir-127,
14,miRNA_primary_transcript,100884483,100884576,+,MI0003133,MI0003133,Name=hsa-mir-432,
14,miRNA_primary_transcript,100884702,100884783,+,MI0000475,MI0000475,Name=hsa-mir-136,
14,miRNA_primary_transcript,100911139,100911213,+,MI0000778,MI0000778,Name=hsa-mir-370,
14,miRNA_primary_transcript,101022066,101022132,+,MI0000787,MI0000787,Name=hsa-mir-379,
14,miRNA_primary_transcript,101023325,101023420,+,MI0003675,MI0003675,Name=hsa-mir-411,
14,miRNA_primary_transcript,101023794,101023856,+,MI0000744,MI0000744,Name=hsa-mir-299,
14,miRNA_primary_transcript,101025017,101025077,+,MI0000788,MI0000788,Name=hsa-mir-380,
14,miRNA_primary_transcript,101025564,101025651,+,MI0006656,MI0006656,Name=hsa-mir-1197,
14,miRNA_primary_transcript,101025732,101025817,+,MI0000807,MI0000807,Name=hsa-mir-323a,
14,miRNA_primary_transcript,101026020,101026107,+,MI0003757,MI0003757,Name=hsa-mir-758,
14,miRNA_primary_transcript,101026785,101026864,+,MI0001725,MI0001725,Name=hsa-mir-329-1,
14,miRNA_primary_transcript,101027100,101027183,+,MI0001726,MI0001726,Name=hsa-mir-329-2,
14,miRNA_primary_transcript,101029634,101029714,+,MI0003134,MI0003134,Name=hsa-mir-494,
14,miRNA_primary_transcript,101030052,101030129,+,MI0014205,MI0014205,Name=hsa-mir-1193,
14,miRNA_primary_transcript,101031987,101032064,+,MI0005565,MI0005565,Name=hsa-mir-543,
14,miRNA_primary_transcript,101033755,101033836,+,MI0003135,MI0003135,Name=hsa-mir-495,
14,miRNA_primary_transcript,101039690,101039755,+,MI0000776,MI0000776,Name=hsa-mir-376c,
14,miRNA_primary_transcript,101040069,101040148,+,MI0003529,MI0003529,Name=hsa-mir-376a-2,
14,miRNA_primary_transcript,101040219,101040299,+,MI0003676,MI0003676,Name=hsa-mir-654,
14,miRNA_primary_transcript,101040436,101040535,+,MI0002466,MI0002466,Name=hsa-mir-376b,
14,miRNA_primary_transcript,101040782,101040849,+,MI0000784,MI0000784,Name=hsa-mir-376a-1,
14,miRNA_primary_transcript,101041363,101041445,+,MI0005525,MI0005525,Name=hsa-mir-300,
14,miRNA_primary_transcript,101042977,101043062,+,MI0003844,MI0003844,Name=hsa-mir-1185-1,
14,miRNA_primary_transcript,101044198,101044283,+,MI0003821,MI0003821,Name=hsa-mir-1185-2,
14,miRNA_primary_transcript,101045920,101045994,+,MI0000789,MI0000789,Name=hsa-mir-381,
14,miRNA_primary_transcript,101046455,101046538,+,MI0003530,MI0003530,Name=hsa-mir-487b,
14,miRNA_primary_transcript,101047321,101047398,+,MI0003514,MI0003514,Name=hsa-mir-539,
14,miRNA_primary_transcript,101047901,101047979,+,MI0005540,MI0005540,Name=hsa-mir-889,
14,miRNA_primary_transcript,101048658,101048748,+,MI0003515,MI0003515,Name=hsa-mir-544a,
14,miRNA_primary_transcript,101049550,101049646,+,MI0003677,MI0003677,Name=hsa-mir-655,
14,miRNA_primary_transcript,101052446,101052525,+,MI0002471,MI0002471,Name=hsa-mir-487a,
14,miRNA_primary_transcript,101054306,101054381,+,MI0000790,MI0000790,Name=hsa-mir-382,
14,miRNA_primary_transcript,101054687,101054759,+,MI0000474,MI0000474,Name=hsa-mir-134,
14,miRNA_primary_transcript,101055258,101055323,+,MI0003761,MI0003761,Name=hsa-mir-668,
14,miRNA_primary_transcript,101055419,101055491,+,MI0002469,MI0002469,Name=hsa-mir-485,
14,miRNA_primary_transcript,101056219,101056300,+,MI0014206,MI0014206,Name=hsa-mir-323b,
14,miRNA_primary_transcript,101059755,101059838,+,MI0000480,MI0000480,Name=hsa-mir-154,
14,miRNA_primary_transcript,101060573,101060674,+,MI0003136,MI0003136,Name=hsa-mir-496,
14,miRNA_primary_transcript,101062050,101062118,+,MI0000785,MI0000785,Name=hsa-mir-377,
14,miRNA_primary_transcript,101064495,101064578,+,MI0005539,MI0005539,Name=hsa-mir-541,
14,miRNA_primary_transcript,101065300,101065378,+,MI0001735,MI0001735,Name=hsa-mir-409,
14,miRNA_primary_transcript,101065447,101065537,+,MI0002464,MI0002464,Name=hsa-mir-412,
14,miRNA_primary_transcript,101065598,101065667,+,MI0000777,MI0000777,Name=hsa-mir-369,
14,miRNA_primary_transcript,101065912,101065991,+,MI0002465,MI0002465,Name=hsa-mir-410,
14,miRNA_primary_transcript,101066724,101066801,+,MI0003678,MI0003678,Name=hsa-mir-656,
14,miRNA_primary_transcript,101560287,101560422,-,MI0006382,MI0006382,Name=hsa-mir-1247,
14,miRNA_primary_transcript,102539644,102539726,+,MI0015837,MI0015837,Name=hsa-mir-4309,
14,miRNA_primary_transcript,104117405,104117514,+,MI0000283,MI0000283,Name=hsa-mir-203a,
14,miRNA_primary_transcript,104117418,104117503,-,MI0017343,MI0017343,Name=hsa-mir-203b,
14,miRNA_primary_transcript,104677694,104677749,-,MI0017344,MI0017344,Name=hsa-mir-4710,
14,miRNA_primary_transcript,104865314,104865411,+,MI0039723,MI0039723,Name=hsa-mir-12121,
14,miRNA_primary_transcript,105150778,105150864,-,MI0022610,MI0022610,Name=hsa-mir-6765,
14,miRNA_primary_transcript,105621116,105621180,+,MI0025907,MI0025907,Name=hsa-mir-8071-1,
14,miRNA_primary_transcript,105640168,105640232,+,MI0026417,MI0026417,Name=hsa-mir-8071-2,
14,miRNA_primary_transcript,105857513,105857572,-,MI0016910,MI0016910,Name=hsa-mir-4539,
14,miRNA_primary_transcript,105858124,105858175,-,MI0016871,MI0016871,Name=hsa-mir-4507,
14,miRNA_primary_transcript,105858165,105858242,-,MI0016909,MI0016909,Name=hsa-mir-4538,
14,miRNA_primary_transcript,105859484,105859553,-,MI0016908,MI0016908,Name=hsa-mir-4537,
14,miRNA_primary_transcript,106850885,106850999,-,MI0018174,MI0018174,Name=hsa-mir-5195,
15,miRNA_primary_transcript,20832795,20832869,+,MI0014132,MI0014132,Name=hsa-mir-3118-2,
15,miRNA_primary_transcript,20940252,20940333,+,MI0019308,MI0019308,Name=hsa-mir-5701-1,
15,miRNA_primary_transcript,21406385,21406459,+,MI0014133,MI0014133,Name=hsa-mir-3118-3,
15,miRNA_primary_transcript,21513959,21514040,+,MI0019593,MI0019593,Name=hsa-mir-5701-2,
15,miRNA_primary_transcript,21843750,21843824,+,MI0014207,MI0014207,Name=hsa-mir-3118-4,
15,miRNA_primary_transcript,21951242,21951323,+,MI0031522,MI0031522,Name=hsa-mir-5701-3,
15,miRNA_primary_transcript,22225278,22225329,-,MI0006405,MI0006405,Name=hsa-mir-1268a,
15,miRNA_primary_transcript,23197827,23197920,+,MI0016873,MI0016873,Name=hsa-mir-4509-1,
15,miRNA_primary_transcript,23562062,23562131,-,MI0016872,MI0016872,Name=hsa-mir-4508,
15,miRNA_primary_transcript,25848747,25848825,-,MI0017349,MI0017349,Name=hsa-mir-4715,
15,miRNA_primary_transcript,28426491,28426584,+,MI0016874,MI0016874,Name=hsa-mir-4509-2,
15,miRNA_primary_transcript,28490752,28490845,-,MI0016875,MI0016875,Name=hsa-mir-4509-3,
